original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_JointAverage,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_Imc1,original_glcm_Imc2,original_glcm_Idm,original_glcm_Idmn,original_glcm_Id,original_glcm_Idn,original_glcm_InverseVariance,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,label
0.811563388701253,0.566465289197742,153.622504426177,271.194912302121,194.905105115284,221.963961038724,230.217288664427,238.997907940635,689770.333333333,220.091862026448,0.192870633932988,195743.653925149,0.283780911508927,738880,1760,4442,924785062277,7.20345969980719,1484,3.54067267281239,7291,879.424442853918,2958.74563663924,2886,0,7291,609.21140547507,3164.30575384586,0.0295655150899504,7398280498216,0.0080154768440514,1258655.16149027,14398.9669664787,114.053797135534,118868731.260771,-47415.9294977778,5787.65175215124,225.674075490368,0.92434471615673,10.539290740862,4.59012240479432,111.256906168665,0.000604391198581149,12.0999397157077,-0.277302662904698,0.98728461376253,0.11183842103477,0.997417636557043,0.19005481760483,0.966256889535828,0.0980805726856341,0.0179817001865581,8.06313626729989,1503.3314569104,662.843768500682,0.00748619398405691,1836.52944743995,16452.9263917887,1.20638742728072,18017.3293655634,0.110606537090592,0.0188756835384941,7.41087759382056,84087.9364713602,0.949593472860796,0.958591797981144,0.117557198720555,0.979101500866614,16241.0821594575,0.0125638677092947,443.868865804813,0.00722701595305632,1609.39197024,17736.9528151356,39.6500048845615,60316.6227164675,35.2650820622015,0.000897499615545938,38786.8343808004,0.631522263518845,0.821421519946515,14962.6759615025,0.000439093634703931,8.41145939662214,0.66498484192291,37.38860946422,8.89059786895949,33861.4729536596,0.366624869571888,5.80400481404698,740.309441316587,2010.33632157556,16144.2508878302,10.1163274144651,54891.9130792551,6.29539280670199,0.0329260610495524,0.607232826524746,10852.8491851058,0.000775071062055633,0
0.86502788902902,0.593064298672555,148.782183768133,250.870241390604,197.433533119377,221.205786542758,223.660456943108,234.520787991172,805792,217.009755330315,0.25690368822117,163003.05830311,0.202289248718169,807496,1585,11021,3016143041172,7.65264240787609,1483,5.62172460185102,19509,2617.36207583148,3977.99459068528,2631,0,19509,1186.70935175048,5466.39198253075,1.94123176679669,24129144329376,0.00733316947450082,14057000.3431551,51193.6765425491,164.331338149571,48864490271.6927,56464639.260895,97027.0347540884,279.249415045554,0.994297394314184,11.4334935899038,4.82444644691331,144.291276902807,0.000422547817603744,12.6376607994,-0.347861004405941,0.997093480869931,0.10920260295331,0.999543662340822,0.187472022506711,0.98579661174721,0.0994013171763731,0.012046320849236,8.67815043629314,24326.5710422834,677.13703756163,0.00699221609161617,22814.0099166356,49282.7214342921,1.1930690972557,51945.6680159723,0.0715084385390221,0.016662772956939,7.86818733271414,91951.0336006726,0.949251988238715,0.959310491464211,0.105245651547169,0.979007382489741,48802.5026036156,0.0117740037118524,383.44161358811,0.00607538127179565,27705.6434799404,62842.2116170739,59.0693190100453,130098.640745318,53.9055394728653,0.000838981517363846,36277.0709826663,0.574786433797039,0.78642465723869,55185.8962208877,0.000371949598004301,9.17425140157774,0.625281115943608,56.5116203590688,9.355132360456,34244.6415387816,0.339267479108569,3.93725095389572,740.188127247689,22486.9627662478,47975.300216967,8.17231540465835,113535.726106383,3.9891393019335,0.026476383180258,0.561729079302727,36459.179829797,0.000710978081963661,0
0.844917868644999,0.615794071249019,155.854656507772,253.095415796471,196.468827043885,218.54976549976,226.883229878279,235.448508171107,768845.666666667,213.844839278574,0.259230517431769,156563.592623159,0.203634616687041,770632,1365,9498,2369228410558,7.45061026806311,1464,7.98913893769884,19926,2203.09340555087,3475.54574427223,2467,0,19926,768.234047417438,4959.35206482091,2.35098024202428,18953827284464,0.012137160708976,12515754.6823145,41217.8452553393,142.022685430995,54764436654.4193,57184984.7934488,84521.6463442573,335.407235870259,0.99212951888053,12.1363225890294,4.94078418322316,183.270796505994,0.00292168285506781,12.3054235092703,-0.350727344490928,0.996893761424889,0.14149809531495,0.999475243654109,0.21413438372476,0.985291366340974,0.0905113708807191,0.0511857772654875,8.53207558239776,21214.2633950319,714.501911326301,0.00800107812601407,20350.1794888752,42017.169521661,1.45984080493761,44324.041614164,0.355747960040802,0.0353420698089093,7.8424669893715,82347.8927589369,0.922458501018309,0.926392483452144,0.292868870745287,0.967071068685211,41607.9214288837,0.0185809832452365,385.381004591242,0.0066021552215316,24667.7212988654,53644.4953059686,764.876978688412,115158.731086822,759.379992830493,0.000683767639198488,35697.4253066539,0.611550491788081,0.809343576239628,47513.3229117031,0.000432967549641894,9.00541764369144,0.605964974202992,762.153619304494,9.32891770467862,29777.1408091021,0.309119172929254,17.6842296427114,1169.16055393495,20014.8813833081,39496.9627526498,26.1744334520238,95829.6288448961,21.9389409322268,0.0772688953382201,0.551203807923979,30322.7793320978,0.000855169914070156,0
0.844881172099143,0.601710879557216,149.819345921731,248.988926429217,193.659494990563,223.03362975121,224.116041371429,239.974998697781,838785,210.366056001224,0.267698418756887,160671.465705525,0.191552621596148,840544,1703,8304,2279611016311,7.6899138344004,1968,4.15499312282346,16235,1966.67418132873,3846.18375718582,2991,0,16235,1234.6664564535,4657.95341556939,1.33497554166092,18236888130488,0.00692826995634495,6903400.52757452,35669.1068047892,156.722480570944,7823353142.30712,12518547.5239743,44650.5197569057,224.382325695998,0.990016052807067,9.98313919552463,4.64026724667104,121.295775852547,0.000684439313465171,12.5192905519405,-0.371308492531354,0.997976024010613,0.143675917360032,0.999471726284982,0.220495446288236,0.98514217864546,0.125367350235759,0.0209087916961505,8.73229445087597,11218.7255206504,605.994653714944,0.00612940735626277,10539.7830332903,34538.7252460677,1.29801437298205,45279.8188487173,0.13280925000367,0.0225314464026734,7.96512700039213,91649.1964788541,0.926710991187885,0.940794386638983,0.166378512947628,0.969373889478591,33211.1052324247,0.0145242537376451,401.085292776656,0.0065310573304347,8576.73897260649,30180.1477235719,117.789519963525,2866356.70452029,87.5078311262719,0.000719557322841112,36833.5205171628,0.599777250653989,0.802052853189031,24131.5039187836,0.000343129240155313,8.84505710272773,0.584497658659154,114.862440933816,9.55957179871399,31049.2211520158,0.295515486656411,8.40440803911281,727.939467773252,11039.6632055008,34874.8052689687,14.8526858796208,476930.801005063,7.78453827251077,0.0395783664509311,0.533088921608212,16324.9562644105,0.000721575598659828,0
0.849748734264814,0.573402086118462,154.834813499303,270.028340056151,200.848201386022,228.078933704979,227.200352112403,236.550206087418,722339.333333333,229.456240178343,0.197310064163557,197316.042336587,0.273162533495228,752008,0,4174,764981835741,6.92906870876316,1550,3.22085189051685,7829,1000.08777422163,2539.15350900522,2501,0,7829,845.036565992975,2852.72116774183,-0.0321408893912439,6119854685928,0.0173668852431199,1690717.51858879,11256.8025524403,96.7592270264527,195046053.993396,-171938.526285363,7926.25817332884,350.593182610711,0.914595623684148,11.8526810824875,4.78932073214373,205.726762774734,0.00587512793206402,11.5967430635559,-0.282594123678079,0.986399946155721,0.158539406408487,0.996553444142226,0.230390320881771,0.965334752617479,0.0869449350109365,0.0744175386714695,7.86972646253572,2069.21283898489,807.104232801841,0.00938272323956651,2177.7934408948,14062.8121796906,1.56145461813154,15251.8269909717,0.497953319733601,0.0485570725522623,7.38455843815873,78507.0815013046,0.913020704016387,0.914535279084592,0.36463297744311,0.962685913627585,13902.6474351754,0.0250242557264487,419.987939244378,0.00729880677147784,1694.21647374003,16171.6941538355,1118.81364916061,46495.7522505301,1114.74792213307,0.000409386759849869,36005.1588404991,0.625719628106411,0.817898437445434,13799.5724931454,0.000261438451004354,8.41922780614685,0.612142424016766,1116.14497812474,8.77102865608984,29428.4168998202,0.313064934413679,23.4702588338467,1632.50457973851,2694.81485703735,13126.768289699,33.8520760417442,39293.0572227955,30.4637329753716,0.105798438946436,0.558712804228616,9141.75783569916,0.000924172192708507,0
0.906817864176095,0.634401670410947,151.029014181708,238.065284544215,196.163197363828,224.722050542442,224.14281161795,232.997854067371,830208.333333333,215.88185286486,0.262555457073448,162700.092843997,0.195975017729282,831920,1825,12974,4376328692172,7.90920421348296,1801,5.5063931543275,22032,3127.27427215113,4703.4101740552,3094,0,22032,1432.47742128685,6487.22823165263,1.91638082616135,35010629537376,0.00636805352390203,19962062.864145,72071.8411605646,194.415684590272,96187891447.0425,94182927.9301774,137498.471358411,411.778945819438,0.994059209966145,14.226033649077,5.15612007342604,203.000239603605,0.000357033074802206,13.1683065761844,-0.335548132468974,0.99707308257762,0.0892162570331449,0.999472470047385,0.16102051969477,0.98437446795953,0.0779971953458198,0.0129019783827211,8.95253029796174,34477.5625760576,594.240543514565,0.00591945816116868,32231.7243621659,69113.1917420108,1.16006029383529,72124.7931259443,0.0764021779788859,0.0198654516057993,8.10566805966011,95850.2180884308,0.95475006632308,0.965152714388218,0.0856060261173015,0.98146877601055,68528.933059504,0.0144578614090756,373.93978020752,0.00521504769897802,36680.5180554842,82709.6820400536,19.4881736025884,145690.821990405,16.0026334338616,0.000905788070659328,45469.1755829521,0.634123278798284,0.82354465141589,73792.130664755,0.000381334615344585,9.19628328577703,0.689527839215309,17.3848970051722,9.43349374796132,40624.7707471872,0.390660359142102,3.81596037647809,662.213885950572,31933.3431206595,67530.1064525435,7.44890854889893,141794.673141648,4.11414387579285,0.0304816547987889,0.627480964890258,53316.5592416655,0.000876257076824233,0
0.875027255797045,0.597498720719281,152.030455959302,254.444822536666,198.403628999068,217.568380055559,223.03362975121,234.946802489415,745431,222.646154816025,0.250467499528283,158734.396118869,0.212943110923572,747040,1552,4288,1051733716152,7.20429034924623,1420,6.08565706368834,11465,1137.15303993186,2904.45497965303,2573,0,11465,590.031773618737,3356.03099779649,1.57514243916825,8413869729216,0.00914177813030272,2827085.32933963,18087.6311583421,117.11299749075,1955348363.2507,4030362.86806792,17684.2609864434,195.936526307569,0.978107583214594,9.32793438076157,4.46780682521159,106.294152193766,0.000940988416776243,11.9596490677094,-0.33539026029574,0.994942525800557,0.138443729176982,0.99907880031629,0.219355193325623,0.980537855311275,0.119086230228317,0.0250186404508627,8.23273723002321,4470.04937818773,714.067925091634,0.00809521783344308,4174.6609380824,18202.7065570939,1.29431140894921,22233.9997857068,0.171477657246745,0.0252957759262229,7.45860181101158,82425.3601429808,0.934375821035064,0.944523617312223,0.172825677985837,0.972564669206836,17661.6092307125,0.0165698526742998,469.737971368089,0.00842700246435522,2689.77701946876,16440.7452011051,93.7382225252054,548917.230795451,82.9611123950049,0.000839550460179736,32846.1678805927,0.589253487147801,0.795297906949133,12982.296338691,0.000352913039413536,8.38522047769603,0.596937245662883,90.9318672832278,9.01868886545603,28916.1260227029,0.309660805554754,8.81843046059506,853.659241807668,4518.20017296438,18141.7770721782,14.783679588777,163031.866149068,9.66472488644907,0.0454887870952584,0.54192699192908,9003.92281115684,0.000854647660729753,0
0.862756829216705,0.611214452708382,161.738555111681,264.618342048349,198.403628999068,226.318359838525,223.544179078767,238.209991394148,693129,228.301281738215,0.179235424669757,211317.917349353,0.304875307986468,725168,0,3563,524603655740,6.88585306866927,1384,5.82717591988474,9280,957.627989640308,2018.38715442491,1816.5,0,9280,712.243656208843,2405.69925731893,1.14581633424963,4196829245920,0.0188487705027688,1713502.21151736,8010.53218789908,77.0695316923924,457080769.791559,891279.021007679,8473.64509883023,195.446227253624,0.954579614843135,8.3745588044722,4.43953876759214,121.729408716378,0.00866177067235433,11.2587989107174,-0.333289410492006,0.993114009778377,0.208471551179549,0.998625837318693,0.285391082442207,0.97874068998274,0.11848592271089,0.0903239995565589,7.76686448929603,2167.27283152097,783.921859448351,0.00969270495404544,2430.60150054932,10222.6681880814,2.04622556752109,11313.218078641,0.904807541143628,0.0407865454062122,7.42557342948679,73265.2947834438,0.906879621589093,0.891231146013486,0.785639001547353,0.959373747507449,10077.8354109798,0.0197476141681376,352.61563293591,0.00758868060379439,2414.40293455348,13001.2433392158,1396.80450221667,55211.6519175311,1386.83338958419,0.00108988018180055,25786.9396117591,0.554963620964988,0.772881166168472,10851.5188865879,0.000399782021881364,8.72215892432969,0.51260949186947,1392.99887089609,8.91985829175096,22214.4303554487,0.245067960587877,32.6881938889229,1708.56565099398,2733.12814294935,9343.73695474704,47.3417028881583,34581.291066346,42.1987412672026,0.109509586292632,0.464317305908714,6103.92150613372,0.00128016794620433,0
0.919346895922477,0.624313664896337,156.141488701236,250.10102690474,203.342076314766,232.49946236497,227.903488345396,239.006276068224,797200,229.929602751897,0.230205452443147,180612.045876393,0.226558010381828,798816,1536,4873,1130801703616,7.30854015829036,1872,5.07454083217149,11886,1176.37897154728,2984.17043223972,2854,0,11886,767.355017717229,3365.23070638056,0.592637972972487,9046413628928,0.0118483146588417,2419504.53851284,17322.1685417828,117.718246695685,1080580245.95879,1189301.31569239,14092.0556909964,237.670049327055,0.966640640429722,9.86290289788013,4.50434822298879,137.001083504965,0.00370611662183105,11.9946559512708,-0.350289671324836,0.996192303214325,0.152069137893523,0.998962843610186,0.230690718627583,0.980241297200974,0.0993484385057352,0.0587707918080591,8.31947865536895,3582.43143508088,651.61576059336,0.00705766355526492,3279.63207545602,19201.0306534291,1.51699341691433,21349.9450811167,0.434289975453975,0.0329495998665103,7.69231345966827,85657.6088810019,0.928008290457456,0.9243549684302,0.346236736440351,0.969178951433991,18905.8352686305,0.0166189226642356,387.040995512036,0.00631645851508831,2687.68675032681,20248.618620971,484.159379844961,77820.3635577315,480.140458620164,0.000313261133378413,36213.9590534476,0.591007083695595,0.796632430120035,16264.0645651866,0.000164886419251249,8.74908853814685,0.613658214156952,481.503876234265,9.12215421403597,31945.0815607099,0.319924303576392,21.5273980048819,1183.07791531467,3862.03403399839,18244.2171714137,30.32912710812,68881.2313924609,26.8319155665098,0.0805018145705133,0.55330112433267,11191.2324527555,0.000701579347884518,0
0.846463971605176,0.568601046136296,152.810138239485,268.747550286524,201.53411621857,230.217288664427,229.24222996647,239.766553130331,747268,227.485118774693,0.192355772072357,207028.351978468,0.277046992482573,788216,1960,4384.40000000001,1072203280646,7.02563124853282,1358,4.31628998602571,7591,872.002951769269,3082.3831437068,3126,0,7591,553.615440714006,3298.83760138233,-0.463690030097553,8577626245168,0.010656631668682,1381243.67568611,15696.1159602528,118.835948158003,192599898.811538,-415406.95049687,6554.28307642345,258.64514663673,0.923400474439406,9.68848388313553,4.38302290897626,161.439221813163,0.00206730435538113,11.6054515000449,-0.300733850779894,0.989614497511993,0.146980902667833,0.99731414653391,0.227051591808826,0.970516801822909,0.108417350735938,0.0415416160375492,7.86853510054354,1703.23205576504,772.951447037406,0.00839160241617522,1743.90533353461,18247.1399168591,1.42945673034283,20537.4915817714,0.305468547530996,0.026276060549976,7.33484361217584,85815.2387992042,0.93154319179064,0.934620029964453,0.282675988048849,0.971003343741209,17973.6931124238,0.0140006609000107,460.34707774432,0.00787618186669039,1417.46639806668,20064.6987236518,200.504739255407,88863.6231864221,194.682499483077,0.000545833265856777,34132.3239118533,0.583977619625193,0.791939684028983,16377.8681541593,0.000273385488177545,8.4876925293772,0.593218102652065,197.663085177365,8.9245668220276,30220.002161844,0.306717977425924,14.5315033296734,1049.96594842023,2203.07343338497,17540.6516386371,21.8208511372517,69529.6490911121,17.4488127336819,0.0589453067659267,0.537034082896122,10842.1275087558,0.000675451338786952,0
